Asset,SumT:All,SumT:<=2019,SumT:>=2020,SumT:Longs,SumT:Shorts,SumT-P:All,SumT-P:<=2019,SumT-P:>=2020,SumT-P:Longs,SumT-P:Shorts,SharpeT:All,SharpeT:<=2019,SharpeT:>=2020,SharpeT:Longs,SharpeT:Shorts,SharpeT-P:All,SharpeT-P:<=2019,SharpeT-P:>=2020,SharpeT-P:Longs,SharpeT-P:Shorts,%Win:All,%Win:<=2019,%Win:>=2020,%Win:Longs,%Win:Shorts,Mean:All,Mean:<=2019,Mean:>=2020,Mean:Longs,Mean:Shorts,Std:All,Std:<=2019,Std:>=2020,Std:Longs,Std:Shorts,No:All,No:<=2019,No:>=2020,No:Longs,No:Shorts,Stops,Start,End
TXT,0.91,0.34,0.57,1.04,-0.13,-0.56,-0.23,-0.33,0.82,-1.03,0.04,0.04,0.05,0.09,-0.01,0.02,0.01,0.02,0.07,-0.10,0.49,0.48,0.50,0.51,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,103.00,58.00,45.00,55.00,48.00,0.00,11/18/13,11/16/23
AXP,1.13,0.69,0.44,0.75,0.38,0.02,0.21,-0.19,0.80,-0.26,0.07,0.10,0.05,0.09,0.05,0.05,0.07,0.03,0.09,-0.02,0.52,0.52,0.51,0.52,0.51,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,107.00,62.00,46.00,54.00,53.00,0.00,11/18/13,11/16/23
CTLT,1.66,1.11,0.55,1.70,-0.04,0.16,-0.21,0.37,0.99,-0.87,0.08,0.11,0.05,0.15,0.00,0.05,0.06,0.05,0.09,-0.09,0.52,0.53,0.50,0.54,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,89.00,48.00,41.00,47.00,42.00,0.00,07/31/14,11/16/23
ULTA,0.93,0.40,0.53,1.08,-0.15,-0.91,-0.61,-0.30,0.84,-0.89,0.04,0.04,0.05,0.09,-0.02,0.01,0.01,0.02,0.07,-0.09,0.49,0.49,0.47,0.53,0.40,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,105.00,61.00,44.00,59.00,46.00,0.00,11/18/13,11/16/23
EQR,0.77,0.38,0.39,0.33,0.44,0.29,-0.13,0.42,0.57,0.21,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.05,0.08,0.02,0.51,0.51,0.52,0.52,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,111.00,69.00,43.00,63.00,48.00,0.00,11/18/13,11/16/23
AEE,0.55,0.23,0.32,0.91,-0.35,-0.48,-0.53,0.05,0.72,-1.23,0.04,0.04,0.05,0.13,-0.07,0.02,0.00,0.03,0.11,-0.20,0.53,0.52,0.54,0.58,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,105.00,66.00,39.00,60.00,45.00,0.00,11/18/13,11/16/23
CDNS,1.16,0.81,0.35,1.48,-0.33,-2.35,-1.06,-1.28,1.01,-1.23,0.07,0.10,0.05,0.15,-0.06,0.00,0.02,-0.02,0.11,-0.20,0.49,0.48,0.50,0.50,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,89.00,56.00,34.00,51.00,38.00,0.00,11/18/13,11/16/23
AEP,0.66,0.38,0.28,0.46,0.20,-0.08,-0.29,0.21,0.53,-0.04,0.06,0.07,0.05,0.08,0.04,0.04,0.04,0.04,0.10,-0.01,0.53,0.55,0.50,0.56,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,97.00,61.00,36.00,53.00,44.00,0.00,11/18/13,11/16/23
JPM,1.10,0.76,0.34,0.90,0.20,-0.29,-0.20,-0.09,0.54,-0.28,0.07,0.10,0.05,0.10,0.04,0.04,0.06,0.03,0.06,-0.04,0.50,0.51,0.49,0.51,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,103.00,59.00,44.00,58.00,45.00,0.00,11/18/13,11/16/23
MAA,1.09,0.74,0.36,1.07,0.02,0.09,-0.04,0.12,0.59,-0.39,0.08,0.11,0.05,0.13,0.00,0.05,0.08,0.04,0.07,-0.07,0.55,0.56,0.55,0.58,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,97.00,59.00,38.00,62.00,35.00,0.00,11/18/13,11/16/23
ALL,1.06,0.76,0.30,0.95,0.11,-0.15,0.03,-0.17,0.78,-0.21,0.08,0.11,0.05,0.12,0.02,0.05,0.07,0.02,0.10,-0.04,0.51,0.51,0.49,0.54,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,93.00,58.00,36.00,51.00,42.00,0.00,11/18/13,11/16/23
HIG,0.16,-0.15,0.30,0.29,-0.14,-1.05,-0.73,-0.32,0.65,-0.84,0.01,-0.02,0.05,0.04,-0.02,-0.01,-0.05,0.02,0.08,-0.13,0.47,0.45,0.50,0.51,0.40,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,118.00,73.00,46.00,63.00,55.00,0.00,11/18/13,11/16/23
EMR,1.19,0.73,0.46,0.72,0.47,0.54,0.54,0.00,0.63,-0.03,0.07,0.10,0.05,0.09,0.05,0.05,0.09,0.03,0.08,0.00,0.50,0.53,0.47,0.51,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,112.00,62.00,50.00,55.00,57.00,0.00,11/18/13,11/16/23
CFG,1.19,0.65,0.53,0.93,0.25,0.27,0.00,0.27,0.53,-0.41,0.06,0.08,0.05,0.09,0.03,0.04,0.05,0.04,0.05,-0.04,0.49,0.50,0.48,0.51,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,92.00,49.00,43.00,49.00,43.00,0.00,09/24/14,11/16/23
ODFL,1.65,1.18,0.48,1.98,-0.32,-1.27,-0.33,-0.94,0.96,-1.21,0.09,0.14,0.05,0.17,-0.04,0.03,0.07,-0.02,0.09,-0.16,0.53,0.53,0.53,0.56,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,101.00,54.00,47.00,54.00,47.00,0.00,11/18/13,11/16/23
EXPD,0.68,0.38,0.29,0.75,-0.07,-0.60,-0.30,-0.30,1.00,-0.59,0.05,0.05,0.05,0.10,-0.01,0.02,0.02,0.01,0.13,-0.09,0.48,0.48,0.49,0.51,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,108.00,64.00,45.00,63.00,45.00,0.00,11/18/13,11/16/23
KEYS,1.15,0.75,0.40,1.29,-0.14,-0.83,-0.76,-0.08,0.88,-1.03,0.07,0.10,0.05,0.15,-0.02,0.03,0.03,0.02,0.11,-0.12,0.51,0.52,0.50,0.55,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,93.00,52.00,41.00,48.00,45.00,0.00,10/20/14,11/16/23
NOW,1.29,0.85,0.44,2.08,-0.79,-2.03,-1.24,-0.79,1.46,-2.59,0.05,0.06,0.05,0.16,-0.07,0.00,0.00,0.00,0.12,-0.24,0.53,0.52,0.54,0.57,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,107.00,66.00,41.00,58.00,49.00,0.00,11/18/13,11/16/23
INVH,0.46,0.07,0.39,0.51,-0.05,-0.32,-0.29,-0.03,0.37,-0.62,0.04,0.02,0.05,0.09,-0.01,0.01,-0.02,0.03,0.07,-0.11,0.50,0.47,0.51,0.54,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,77.00,32.00,45.00,43.00,34.00,0.00,02/01/17,11/16/23
CF,0.87,0.31,0.56,0.86,0.00,-0.59,-0.12,-0.47,1.03,-1.07,0.03,0.02,0.05,0.06,0.00,0.01,0.01,0.01,0.07,-0.08,0.49,0.48,0.50,0.50,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,117.00,71.00,47.00,59.00,58.00,0.00,11/18/13,11/16/23
VFC,0.89,0.43,0.46,0.12,0.78,1.38,-0.26,1.64,0.91,0.61,0.05,0.06,0.05,0.02,0.07,0.06,0.03,0.09,0.11,0.05,0.50,0.50,0.49,0.51,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.01,0.02,106.00,64.00,43.00,55.00,51.00,0.00,11/18/13,11/16/23
CCI,0.68,0.37,0.31,0.41,0.26,0.01,-0.27,0.29,0.52,-0.31,0.05,0.05,0.05,0.06,0.03,0.03,0.02,0.04,0.08,-0.03,0.52,0.53,0.50,0.57,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,115.00,73.00,43.00,53.00,62.00,0.00,11/18/13,11/16/23
EQT,2.89,2.12,0.77,1.19,1.70,1.89,3.18,-1.29,1.20,2.02,0.08,0.13,0.04,0.07,0.10,0.07,0.15,-0.01,0.07,0.12,0.52,0.54,0.49,0.51,0.53,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.03,102.00,60.00,43.00,50.00,52.00,0.00,11/18/13,11/16/23
BKNG,1.18,0.79,0.39,0.97,0.21,-0.35,-0.01,-0.34,1.27,-0.31,0.07,0.09,0.04,0.10,0.03,0.04,0.06,0.02,0.13,-0.04,0.51,0.52,0.49,0.53,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,103.00,58.00,46.00,57.00,46.00,0.00,11/18/13,11/16/23
SNA,0.73,0.39,0.35,0.99,-0.25,-0.58,-0.13,-0.44,0.69,-1.40,0.05,0.05,0.04,0.11,-0.04,0.02,0.03,0.01,0.08,-0.18,0.49,0.51,0.46,0.53,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,110.00,68.00,42.00,51.00,59.00,0.00,11/18/13,11/16/23
PPG,0.82,0.41,0.41,0.83,-0.01,0.09,-0.03,0.12,0.76,-0.67,0.05,0.06,0.04,0.11,0.00,0.03,0.04,0.03,0.10,-0.07,0.48,0.48,0.49,0.52,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,107.00,62.00,45.00,53.00,54.00,0.00,11/18/13,11/16/23
XEL,0.93,0.61,0.32,0.79,0.15,-0.08,-0.20,0.12,0.50,-0.27,0.07,0.11,0.04,0.14,0.02,0.04,0.07,0.03,0.09,-0.04,0.54,0.54,0.54,0.56,0.51,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,94.00,53.00,41.00,49.00,45.00,0.00,11/18/13,11/16/23
LW,0.84,0.53,0.32,0.74,0.11,-0.63,-0.49,-0.14,0.58,-0.40,0.07,0.13,0.04,0.11,0.02,0.03,0.04,0.03,0.09,-0.08,0.52,0.52,0.52,0.53,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,72.00,26.00,46.00,39.00,33.00,0.00,11/10/16,11/16/23
TFC,0.95,0.50,0.45,0.61,0.34,0.44,-0.01,0.46,0.78,-0.10,0.05,0.07,0.04,0.06,0.04,0.04,0.05,0.04,0.07,-0.01,0.49,0.48,0.51,0.50,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,111.00,64.00,48.00,64.00,47.00,0.00,11/18/13,11/16/23
LYV,1.35,0.85,0.50,1.64,-0.29,-0.97,-0.76,-0.21,1.34,-1.49,0.06,0.09,0.04,0.13,-0.03,0.02,0.02,0.02,0.11,-0.16,0.53,0.54,0.52,0.55,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,117.00,69.00,49.00,59.00,58.00,0.00,11/18/13,11/16/23
IBM,1.22,0.96,0.27,0.87,0.35,1.02,1.27,-0.25,0.82,-0.05,0.09,0.13,0.04,0.14,0.05,0.08,0.14,0.01,0.13,0.00,0.52,0.51,0.52,0.53,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,108.00,60.00,48.00,50.00,58.00,0.00,11/18/13,11/16/23
CHRW,0.61,0.35,0.26,0.73,-0.12,-0.05,0.00,-0.05,0.92,-0.94,0.04,0.05,0.04,0.09,-0.02,0.03,0.03,0.03,0.11,-0.14,0.49,0.49,0.47,0.53,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,110.00,66.00,44.00,60.00,50.00,0.00,11/18/13,11/16/23
OMC,0.70,0.36,0.34,0.64,0.06,0.21,0.20,0.01,0.71,-0.55,0.04,0.05,0.04,0.09,0.01,0.03,0.04,0.03,0.10,-0.06,0.51,0.50,0.52,0.52,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,107.00,68.00,39.00,53.00,54.00,0.00,11/18/13,11/16/23
T,0.53,0.33,0.20,0.19,0.34,0.59,0.24,0.35,0.32,0.07,0.05,0.05,0.04,0.03,0.06,0.05,0.05,0.05,0.06,0.02,0.50,0.49,0.51,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,104.00,70.00,34.00,55.00,49.00,0.00,11/18/13,11/16/23
APD,0.65,0.39,0.27,0.75,-0.10,-0.66,-0.50,-0.16,0.84,-0.99,0.05,0.05,0.04,0.10,-0.01,0.01,0.01,0.02,0.11,-0.13,0.49,0.50,0.48,0.51,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,104.00,66.00,38.00,55.00,49.00,0.00,11/18/13,11/16/23
AMAT,1.13,0.65,0.48,1.79,-0.66,-1.83,-0.88,-0.95,1.28,-2.19,0.05,0.06,0.04,0.13,-0.07,0.00,0.02,-0.01,0.10,-0.22,0.50,0.51,0.49,0.54,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,116.00,67.00,50.00,63.00,53.00,0.00,11/18/13,11/15/23
FI,0.44,0.12,0.32,0.78,-0.35,-1.40,-1.43,0.03,0.89,-1.35,0.03,0.02,0.04,0.08,-0.06,-0.02,-0.07,0.03,0.09,-0.22,0.50,0.49,0.53,0.52,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,127.00,79.00,48.00,74.00,53.00,0.00,11/18/13,11/16/23
SYK,0.55,0.24,0.31,0.97,-0.42,-1.15,-0.88,-0.28,0.82,-1.33,0.04,0.04,0.04,0.11,-0.06,-0.01,-0.02,0.01,0.10,-0.19,0.51,0.51,0.52,0.55,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,114.00,70.00,45.00,63.00,51.00,0.00,11/18/13,11/16/23
TJX,0.73,0.33,0.41,0.53,0.20,-0.64,-0.41,-0.24,0.76,-0.30,0.04,0.04,0.04,0.06,0.02,0.00,0.00,0.01,0.08,-0.03,0.50,0.49,0.51,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,125.00,74.00,52.00,73.00,52.00,0.00,11/18/13,11/16/23
RMD,1.22,0.98,0.23,0.87,0.35,-0.33,-0.31,-0.02,1.13,-0.13,0.08,0.10,0.04,0.11,0.05,0.05,0.05,0.03,0.14,-0.01,0.52,0.53,0.50,0.57,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,105.00,65.00,40.00,64.00,41.00,0.00,11/18/13,11/16/23
HSY,0.64,0.45,0.19,0.69,-0.06,-0.30,-0.01,-0.29,0.42,-0.62,0.05,0.07,0.04,0.10,-0.01,0.03,0.04,0.01,0.06,-0.11,0.50,0.50,0.51,0.52,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,91.00,51.00,40.00,50.00,41.00,0.00,11/18/13,11/16/23
ESS,0.53,0.18,0.35,0.43,0.10,-0.12,-0.46,0.34,0.53,-0.58,0.03,0.03,0.04,0.06,0.01,0.01,-0.01,0.04,0.07,-0.06,0.49,0.50,0.48,0.53,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,113.00,65.00,48.00,54.00,59.00,0.00,11/18/13,11/16/23
WY,1.42,1.09,0.33,0.89,0.53,0.80,1.02,-0.23,0.62,0.09,0.08,0.14,0.04,0.11,0.06,0.07,0.13,0.02,0.08,0.02,0.50,0.50,0.51,0.51,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,105.00,57.00,49.00,53.00,52.00,0.00,11/18/13,11/16/23
ATO,0.42,0.21,0.21,0.58,-0.16,-0.73,-0.68,-0.05,0.74,-0.89,0.03,0.03,0.04,0.08,-0.03,0.00,-0.02,0.02,0.09,-0.15,0.50,0.49,0.51,0.53,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,122.00,73.00,50.00,71.00,51.00,0.00,11/18/13,11/16/23
ANET,2.27,1.90,0.38,2.25,0.02,-1.38,0.04,-1.42,1.98,-1.25,0.09,0.14,0.04,0.15,0.00,0.04,0.09,-0.03,0.14,-0.11,0.52,0.51,0.53,0.54,0.47,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.02,0.03,100.00,56.00,45.00,60.00,40.00,0.00,06/06/14,11/16/23
HWM,1.11,0.78,0.34,0.83,0.28,-0.37,0.25,-0.62,0.68,-0.06,0.07,0.12,0.04,0.09,0.04,0.04,0.09,0.00,0.07,-0.01,0.50,0.50,0.50,0.53,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.03,71.00,29.00,42.00,39.00,32.00,0.00,11/01/16,11/16/23
RL,2.02,1.55,0.47,1.37,0.65,1.68,1.71,-0.03,1.43,0.36,0.07,0.11,0.04,0.10,0.05,0.07,0.12,0.02,0.11,0.03,0.49,0.51,0.48,0.49,0.50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,118.00,75.00,43.00,61.00,57.00,0.00,11/18/13,11/16/23
AMT,0.76,0.50,0.26,0.97,-0.21,-0.49,-0.60,0.11,0.62,-1.11,0.05,0.07,0.04,0.13,-0.03,0.02,0.02,0.03,0.09,-0.14,0.51,0.52,0.48,0.55,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,99.00,63.00,37.00,50.00,49.00,0.00,11/18/13,11/16/23
FOX,0.43,0.07,0.35,0.44,-0.01,0.48,0.17,0.32,0.39,-0.50,0.04,0.12,0.04,0.12,0.00,0.04,0.15,0.03,0.10,-0.07,0.46,0.51,0.46,0.48,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.03,50.00,5.00,46.00,22.00,28.00,0.00,03/13/19,11/16/23
KEY,1.15,0.67,0.49,1.08,0.08,0.40,0.14,0.26,0.71,-1.04,0.04,0.06,0.04,0.09,0.01,0.03,0.04,0.03,0.06,-0.07,0.47,0.47,0.49,0.49,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,118.00,70.00,49.00,57.00,61.00,0.00,11/18/13,11/15/23
V,1.07,0.85,0.22,1.10,-0.02,-0.83,-0.56,-0.26,0.75,-0.95,0.08,0.11,0.04,0.14,0.00,0.03,0.04,0.01,0.10,-0.13,0.52,0.52,0.53,0.55,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,106.00,61.00,45.00,58.00,48.00,0.00,11/18/13,11/16/23
UDR,0.31,0.03,0.28,0.39,-0.08,-0.38,-0.65,0.27,0.53,-0.69,0.02,0.00,0.04,0.05,-0.01,0.00,-0.03,0.03,0.07,-0.09,0.50,0.49,0.51,0.51,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,115.00,74.00,41.00,67.00,48.00,0.00,11/18/13,11/16/23
IP,1.13,0.84,0.30,0.42,0.72,0.89,0.75,0.14,0.62,0.51,0.06,0.09,0.04,0.05,0.07,0.06,0.08,0.03,0.08,0.05,0.50,0.51,0.48,0.49,0.51,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,115.00,73.00,43.00,53.00,62.00,0.00,11/18/13,11/16/23
SLB,1.91,1.60,0.31,0.61,1.30,1.66,2.29,-0.62,0.54,1.79,0.09,0.14,0.04,0.07,0.12,0.09,0.17,0.01,0.06,0.16,0.51,0.52,0.49,0.50,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,92.00,58.00,35.00,49.00,43.00,0.00,11/18/13,11/15/23
TRV,1.05,0.83,0.22,0.71,0.34,0.09,0.37,-0.28,0.57,0.06,0.08,0.13,0.04,0.10,0.06,0.06,0.11,0.01,0.08,0.01,0.52,0.53,0.52,0.54,0.49,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,108.00,60.00,49.00,60.00,48.00,0.00,11/18/13,11/16/23
CI,1.17,0.86,0.31,1.27,-0.10,-0.48,-0.18,-0.30,1.14,-0.89,0.06,0.09,0.03,0.12,-0.01,0.03,0.04,0.01,0.10,-0.11,0.50,0.50,0.49,0.52,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.02,118.00,70.00,49.00,67.00,51.00,0.00,11/18/13,11/16/23
MDLZ,0.45,0.28,0.17,0.30,0.15,-0.53,-0.26,-0.27,0.69,-0.46,0.04,0.04,0.03,0.05,0.02,0.01,0.01,0.00,0.11,-0.06,0.49,0.48,0.49,0.49,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,112.00,69.00,43.00,56.00,56.00,0.00,11/18/13,11/16/23
VRSN,1.16,0.91,0.25,1.06,0.09,-0.50,-0.49,-0.02,0.71,-0.47,0.08,0.13,0.03,0.13,0.01,0.04,0.06,0.02,0.09,-0.06,0.52,0.51,0.53,0.55,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,96.00,50.00,47.00,51.00,45.00,0.00,11/18/13,11/16/23
MNST,1.73,1.48,0.25,1.61,0.11,-0.45,0.01,-0.45,1.16,-0.64,0.08,0.10,0.03,0.11,0.01,0.03,0.05,-0.01,0.08,-0.07,0.51,0.50,0.52,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,102.00,60.00,43.00,54.00,48.00,0.00,11/18/13,11/16/23
NOC,0.78,0.53,0.25,1.13,-0.35,-0.96,-0.68,-0.28,0.67,-1.39,0.05,0.07,0.03,0.13,-0.05,0.01,0.01,0.00,0.08,-0.18,0.51,0.52,0.50,0.54,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,114.00,62.00,52.00,62.00,52.00,0.00,11/18/13,11/16/23
GL,0.98,0.68,0.30,0.88,0.09,-0.17,-0.11,-0.06,0.79,-0.51,0.06,0.10,0.03,0.09,0.01,0.03,0.05,0.02,0.08,-0.07,0.51,0.53,0.46,0.54,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,118.00,61.00,57.00,66.00,52.00,0.00,11/18/13,11/16/23
O,0.95,0.78,0.18,0.88,0.07,0.22,0.16,0.06,0.51,-0.31,0.07,0.11,0.03,0.13,0.01,0.06,0.09,0.03,0.08,-0.05,0.50,0.51,0.48,0.54,0.42,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,84.00,51.00,33.00,48.00,36.00,0.00,11/18/13,11/16/23
RJF,1.31,1.05,0.27,1.42,-0.11,-0.36,0.27,-0.63,0.94,-0.85,0.07,0.11,0.03,0.15,-0.01,0.04,0.08,-0.01,0.10,-0.10,0.50,0.50,0.51,0.53,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.01,0.02,97.00,52.00,45.00,56.00,41.00,0.00,11/18/13,11/16/23
AIZ,0.68,0.40,0.28,0.77,-0.09,-0.62,-0.41,-0.21,0.75,-0.73,0.04,0.06,0.03,0.09,-0.01,0.01,0.02,0.01,0.09,-0.09,0.50,0.50,0.50,0.53,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,107.00,60.00,47.00,62.00,45.00,0.00,11/18/13,11/16/23
EIX,0.84,0.66,0.19,0.57,0.27,0.14,0.17,-0.03,0.62,-0.21,0.05,0.07,0.03,0.08,0.04,0.04,0.05,0.02,0.08,-0.02,0.48,0.49,0.46,0.50,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,117.00,74.00,43.00,59.00,58.00,0.00,11/18/13,11/16/23
WDC,2.11,1.79,0.32,1.55,0.56,1.62,1.51,0.11,1.34,-0.26,0.08,0.12,0.03,0.13,0.04,0.08,0.12,0.02,0.11,-0.02,0.49,0.48,0.49,0.50,0.47,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.03,0.03,0.03,100.00,59.00,42.00,52.00,48.00,0.00,11/18/13,11/16/23
INTC,1.34,1.06,0.28,1.76,-0.42,0.28,0.05,0.22,1.46,-1.69,0.07,0.11,0.03,0.15,-0.05,0.05,0.07,0.03,0.13,-0.19,0.51,0.53,0.48,0.56,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,115.00,64.00,52.00,61.00,54.00,0.00,11/18/13,11/15/23
HPE,0.98,0.76,0.22,0.98,0.00,0.01,0.25,-0.24,0.84,-0.62,0.07,0.10,0.03,0.11,0.00,0.04,0.08,0.01,0.10,-0.09,0.52,0.53,0.50,0.54,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,83.00,41.00,43.00,43.00,40.00,0.00,10/19/15,11/15/23
NDSN,0.70,0.48,0.22,1.08,-0.38,-0.86,-0.48,-0.39,0.92,-1.45,0.05,0.06,0.03,0.12,-0.07,0.01,0.02,0.00,0.10,-0.22,0.52,0.52,0.51,0.54,0.44,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,92.00,49.00,43.00,53.00,39.00,0.00,11/18/13,11/16/23
PGR,0.73,0.55,0.18,0.95,-0.22,-1.34,-0.47,-0.88,0.72,-1.05,0.06,0.09,0.03,0.13,-0.04,0.00,0.04,-0.03,0.10,-0.19,0.51,0.52,0.51,0.53,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,96.00,55.00,41.00,51.00,45.00,0.00,11/18/13,11/16/23
TXN,1.03,0.81,0.22,1.35,-0.31,-0.65,-0.39,-0.26,0.88,-1.39,0.06,0.09,0.03,0.14,-0.04,0.02,0.04,0.00,0.10,-0.18,0.51,0.51,0.49,0.54,0.45,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.01,0.02,107.00,63.00,45.00,56.00,51.00,0.00,11/18/13,11/16/23
CMA,1.14,0.82,0.32,1.19,-0.04,0.31,0.29,0.02,0.90,-0.90,0.05,0.10,0.03,0.11,0.00,0.04,0.08,0.02,0.09,-0.08,0.51,0.50,0.51,0.53,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,91.00,47.00,44.00,49.00,42.00,0.00,11/18/13,11/16/23
CE,1.24,0.96,0.29,0.81,0.43,-0.08,0.06,-0.14,0.78,0.04,0.06,0.11,0.03,0.09,0.04,0.04,0.07,0.01,0.08,0.00,0.52,0.53,0.49,0.54,0.49,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.02,107.00,63.00,44.00,56.00,51.00,0.00,11/18/13,11/16/23
